"","site","pollID","ID","observer","date","position","round","plant_position.x","prev_plant_position.x","orig_plant_position","plot","trmnt","prevtrmnt","flowers","wither_flow","frt_removed","fruitID","coll_year","coll_month","coll_day","plant_position.y","prev_plant_position.y","filled_seeds","shriv_seeds","total_seeds","nofert_ovules","abrt_ovules","total_ovules","seed_counter","CHECK_row_sum","CHECK_total_ovules","row_sum_to_total_ratio","state","county","region","ha","latitude","longitude","type","owner","prop.c","poll_ovules"
"200","nelson","200285","97","kmf",2017-09-06,"7","4","ne7","NA","ne7","hi","hp","NA",4,7,2,"800595","2017","9","28","ne7","NA",1,0,1,8,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,1
"201","nelson","200307","103","kmf",2017-09-06,"13","4","ne13","NA","ne13","hi","hp","nt",3,4,6,"800596","2017","9","28","ne13","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"202","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800587","2017","9","28","ne12","ne30",4,0,4,5,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,4
"203","nelson","200289","98","kmf",2017-09-06,"8","4","ne8","NA","ne8","hi","op","NA",4,5,3,"800588","2017","9","28","ne8","NA",4,0,4,7,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,4
"204","nelson","200289","98","kmf",2017-09-06,"8","4","ne8","NA","ne8","hi","op","NA",4,5,3,"800589","2017","9","28","ne8","NA",7,0,7,4,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,7
"205","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800586","2017","9","28","ne12","ne30",6,1,7,0,0,7,"mc",7,7,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,7
"206","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800472","2017","9","19","ne15","ne24",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"207","nelson","200285","97","kmf",2017-09-06,"7","4","ne7","NA","ne7","hi","hp","NA",4,7,2,"800592","2017","9","28","ne7","NA",7,1,8,3,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"208","nelson","200285","97","kmf",2017-09-06,"7","4","ne7","NA","ne7","hi","hp","NA",4,7,2,"800593","2017","9","28","ne7","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"209","nelson","200289","98","kmf",2017-09-06,"8","4","ne8","NA","ne8","hi","op","NA",4,5,3,"800590","2017","9","28","ne8","NA",4,1,5,3,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,5
"210","nelson","200301","101","kmf",2017-09-06,"11","4","ne11","NA","ne11","hi","hp","nt",4,14,19,"800598","2017","9","28","ne11","NA",6,0,6,2,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,6
"211","nelson","200301","101","kmf",2017-09-06,"11","4","ne11","NA","ne11","hi","hp","nt",4,14,19,"800599","2017","9","28","ne11","NA",7,1,8,1,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"212","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800464","2017","9","19","ne15","ne24",11,0,11,0,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"213","nelson","200285","97","kmf",2017-09-06,"7","4","ne7","NA","ne7","hi","hp","NA",4,7,2,"800594","2017","9","28","ne7","NA",7,0,7,4,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,7
"214","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800575","2017","9","28","ne15","ne24",3,0,3,5,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,3
"215","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800468","2017","9","19","ne15","ne24",9,0,9,1,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"216","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800469","2017","9","19","ne15","ne24",8,0,8,2,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"217","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800466","2017","9","19","ne15","ne24",10,0,10,1,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"218","nelson","200281","96","kmf",2017-09-06,"6","4","ne6","NA","ne6","hi","hp","NA",1,4,6,"800484","2017","9","19","ne6","NA",9,0,9,0,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"219","nelson","200296","100","kmf",2017-08-31,"10","3","ne10","NA","ne10","hi","op","NA",2,2,21,"800485","2017","9","19","ne10","NA",8,0,8,1,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"220","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800473","2017","9","19","ne15","ne24",8,0,8,1,1,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"221","nelson","200280","96","kmf",2017-08-31,"6","3","ne6","NA","ne6","hi","hp","NA",2,2,24,"800483","2017","9","19","ne6","NA",12,0,12,0,0,12,"ar",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,12
"222","nelson","200346","120","kmf",2017-08-31,"12","3","ne12","ne30","ne30","hi","op","hp",3,0,1,"800463","2017","9","19","ne12","ne30",11,1,12,0,0,12,"ar",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,12
"223","nelson","200267","93","kmf",2017-08-19,"3","2","ne3","NA","ne3","hi","hp","NA",1,3,21,"800141","2017","9","12","ne3","NA",9,0,9,1,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"224","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800572","2017","9","28","ne15","ne24",7,0,7,1,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,7
"225","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800573","2017","9","28","ne15","ne24",5,0,5,5,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,5
"226","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800574","2017","9","28","ne15","ne24",6,0,6,2,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,6
"227","nelson","200332","114","kmf",2017-08-31,"15","3","ne15","ne24","ne24","hi","hp","op",10,3,21,"800465","2017","9","19","ne15","ne24",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"228","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800576","2017","9","28","ne15","ne24",8,0,8,1,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"229","nelson","200280","96","kmf",2017-08-31,"6","3","ne6","NA","ne6","hi","hp","NA",2,2,24,"800482","2017","9","19","ne6","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"230","nelson","200289","98","kmf",2017-09-06,"8","4","ne8","NA","ne8","hi","op","NA",4,5,3,"800591","2017","9","28","ne8","NA",3,0,3,7,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,3
"231","nelson","200295","100","kmf",2017-08-19,"10","2","ne10","NA","ne10","hi","op","NA",5,5,10,"800149","2017","9","12","ne10","NA",12,0,12,1,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,12
"232","nelson","200259","91","kmf",2017-08-19,"1","2","ne1","NA","ne1","hi","hp","NA",3,3,15,"800150","2017","9","12","ne1","NA",11,0,11,0,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"233","nelson","200275","95","kmf",2017-08-19,"5","2","ne5","NA","ne5","hi","hp","NA",3,5,15,"800151","2017","9","12","ne5","NA",9,0,9,2,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"234","nelson","200346","120","kmf",2017-08-31,"12","3","ne12","ne30","ne30","hi","op","hp",3,0,1,"800461","2017","9","19","ne12","ne30",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"235","nelson","200346","120","kmf",2017-08-31,"12","3","ne12","ne30","ne30","hi","op","hp",3,0,1,"800462","2017","9","19","ne12","ne30",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"236","nelson","200279","96","kmf",2017-08-19,"6","2","ne6","NA","ne6","hi","hp","NA",3,2,9,"800155","2017","9","12","ne6","NA",13,0,13,0,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,13
"237","nelson","200279","96","kmf",2017-08-19,"6","2","ne6","NA","ne6","hi","hp","NA",3,2,9,"800156","2017","9","12","ne6","NA",13,0,13,0,0,13,"mc",13,13,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,13
"238","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800585","2017","9","28","ne12","ne30",0,0,0,5,4,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,4
"239","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800477","2017","9","19","ne11","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"240","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800478","2017","9","19","ne11","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"241","nelson","200307","103","kmf",2017-09-06,"13","4","ne13","NA","ne13","hi","hp","nt",3,4,6,"800597","2017","9","28","ne13","NA",8,0,8,3,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"242","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800578","2017","9","28","ne15","ne24",10,0,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"243","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800577","2017","9","28","ne15","ne24",8,0,8,2,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"244","nelson","200268","93","kmf",2017-08-31,"3","3","ne3","NA","ne3","hi","hp","NA",3,9,26,"800474","2017","9","19","ne3","NA",9,1,10,0,1,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"245","nelson","200275","95","kmf",2017-08-19,"5","2","ne5","NA","ne5","hi","hp","NA",3,5,15,"800153","2017","9","12","ne5","NA",10,0,10,1,1,12,"mc",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"246","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800583","2017","9","28","ne12","ne30",7,1,8,0,0,8,"mc",8,8,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"247","nelson","200275","95","kmf",2017-08-19,"5","2","ne5","NA","ne5","hi","hp","NA",3,5,15,"800152","2017","9","12","ne5","NA",9,0,9,3,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,9
"248","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800579","2017","9","28","ne15","ne24",8,0,8,1,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,8
"249","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800475","2017","9","19","ne11","NA",10,0,10,0,1,11,"ar",11,11,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,11
"250","nelson","200300","101","kmf",2017-08-31,"11","3","ne11","NA","ne11","hi","hp","nt",7,8,17,"800476","2017","9","19","ne11","NA",9,1,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"251","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800584","2017","9","28","ne12","ne30",8,2,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"252","nelson","200333","114","kmf",2017-09-06,"15","4","ne15","ne24","ne24","hi","hp","op",9,7,22,"800580","2017","9","28","ne15","ne24",7,0,7,2,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,7
"253","nelson","200347","120","kmf",2017-09-06,"12","4","ne12","ne30","ne30","hi","op","hp",7,18,18,"800582","2017","9","28","ne12","ne30",9,1,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"254","nelson","200293","99","kmf",2017-09-06,"9","4","ne9","NA","ne9","hi","op","NA",2,9,5,"800581","2017","9","28","ne9","NA",9,1,10,2,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,10
"255","nelson","200279","96","kmf",2017-08-19,"6","2","ne6","NA","ne6","hi","hp","NA",3,2,9,"800154","2017","9","12","ne6","NA",13,0,13,1,0,14,"mc",14,14,1,"MN","Kandiyohi","southeast",27.07,45.35289989,-95.11923718,"restoration","Nelson",29.27,13
"256","rudningen","200378","129","adr",2017-08-19,"9","2","ru9","NA","ru9","hi","op","NA",2,2,9,"800369","2017","9","12","ru9","NA",13,0,13,0,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"257","rudningen","200378","129","adr",2017-08-19,"9","2","ru9","NA","ru9","hi","op","NA",2,2,9,"800368","2017","9","12","ru9","NA",12,0,12,1,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,12
"258","rudningen","200713","246","kmf",2017-08-30,"5","3","ru5","replace","ru5","hi","hp","NA",2,0,10,"800397","2017","9","19","ru5","NA",11,0,11,0,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"259","rudningen","200713","246","kmf",2017-08-30,"5","3","ru5","replace","ru5","hi","hp","NA",2,0,10,"800396","2017","9","19","ru5","NA",3,0,3,8,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,3
"260","rudningen","200427","147","kmf",2017-08-30,"14","3","ru14","ru27","ru27","hi","hp","NA",3,7,27,"800409","2017","9","19","ru14","ru27",9,0,9,0,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,9
"261","rudningen","200391","132","kmf",2017-08-30,"12","3","ru12","NA","ru12","hi","op","NA",2,3,8,"800398","2017","9","19","ru12","NA",8,0,8,0,2,10,"mc",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"262","rudningen","200362","124","kmf",2017-08-30,"4","3","ru4","NA","ru4","hi","hp","nt",3,5,14,"800395","2017","9","19","ru4","NA",10,0,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"263","rudningen","200379","129","kmf",2017-08-30,"9","3","ru9","NA","ru9","hi","op","NA",2,3,8,"800400","2017","9","19","ru9","NA",10,0,10,2,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"264","rudningen","200395","133","kmf",2017-08-30,"13","3","ru13","NA","ru13","hi","hp","NA",5,6,33,"800410","2017","9","19","ru13","NA",11,0,11,0,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"265","rudningen","200395","133","kmf",2017-08-30,"13","3","ru13","NA","ru13","hi","hp","NA",5,6,33,"800411","2017","9","19","ru13","NA",10,1,11,1,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"266","rudningen","200391","132","kmf",2017-08-30,"12","3","ru12","NA","ru12","hi","op","NA",2,3,8,"800399","2017","9","19","ru12","NA",5,0,5,1,2,8,"mc",8,8,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,7
"267","rudningen","200354","122","kmf",2017-08-30,"2","3","ru2","NA","ru2","hi","hp","NA",2,11,14,"800408","2017","9","19","ru2","NA",11,0,11,0,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"268","rudningen","200353","122","adr",2017-08-19,"2","2","ru2","NA","ru2","hi","hp","NA",3,4,3,"800335","2017","9","13","ru2","NA",15,0,15,0,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,15
"269","rudningen","200353","122","adr",2017-08-19,"2","2","ru2","NA","ru2","hi","hp","NA",3,4,3,"800336","2017","9","13","ru2","NA",14,1,15,0,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,15
"270","rudningen","200353","122","adr",2017-08-19,"2","2","ru2","NA","ru2","hi","hp","NA",3,4,3,"800337","2017","9","13","ru2","NA",15,0,15,0,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,15
"271","rudningen","200395","133","kmf",2017-08-30,"13","3","ru13","NA","ru13","hi","hp","NA",5,6,33,"800412","2017","9","19","ru13","NA",8,0,8,1,0,9,"mc",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,8
"272","rudningen","200395","133","kmf",2017-08-30,"13","3","ru13","NA","ru13","hi","hp","NA",5,6,33,"800413","2017","9","19","ru13","NA",10,0,10,2,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"273","rudningen","200379","129","kmf",2017-08-30,"9","3","ru9","NA","ru9","hi","op","NA",2,3,8,"800401","2017","9","19","ru9","NA",10,0,10,0,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"274","rudningen","200383","130","kmf",2017-08-30,"10","3","ru10","NA","ru10","hi","op","NA",2,4,14,"800402","2017","9","19","ru10","NA",9,0,9,1,0,10,"mc",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,9
"275","rudningen","200358","123","kmf",2017-08-30,"3","3","ru3","NA","ru3","hi","op","nt",3,2,7,"800403","2017","9","19","ru3","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,12
"276","rudningen","200358","123","kmf",2017-08-30,"3","3","ru3","NA","ru3","hi","op","nt",3,2,7,"800404","2017","9","19","ru3","NA",11,0,11,0,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"277","rudningen","200358","123","kmf",2017-08-30,"3","3","ru3","NA","ru3","hi","op","nt",3,2,7,"800405","2017","9","19","ru3","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"278","rudningen","200367","126","kmf",2017-08-30,"6","3","ru6","NA","ru6","hi","hp","NA",1,5,13,"800406","2017","9","19","ru6","NA",4,1,5,1,0,6,"mc",6,6,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,5
"279","rudningen","200354","122","kmf",2017-08-30,"2","3","ru2","NA","ru2","hi","hp","NA",2,11,14,"800407","2017","9","19","ru2","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"280","rudningen","200362","124","kmf",2017-08-30,"4","3","ru4","NA","ru4","hi","hp","nt",3,5,14,"800394","2017","9","19","ru4","NA",10,0,10,0,1,11,"mc",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"281","rudningen","200390","132","adr",2017-08-19,"12","2","ru12","NA","ru12","hi","op","NA",4,1,4,"800349","2017","9","12","ru12","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"282","rudningen","200390","132","adr",2017-08-19,"12","2","ru12","NA","ru12","hi","op","NA",4,1,4,"800350","2017","9","12","ru12","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"283","rudningen","200390","132","adr",2017-08-19,"12","2","ru12","NA","ru12","hi","op","NA",4,1,4,"800351","2017","9","12","ru12","NA",12,0,12,0,0,12,"ar",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,12
"284","rudningen","200390","132","adr",2017-08-19,"12","2","ru12","NA","ru12","hi","op","NA",4,1,4,"800352","2017","9","12","ru12","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"285","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800353","2017","9","12","ru13","NA",12,1,13,0,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"286","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800354","2017","9","12","ru13","NA",13,0,13,0,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"287","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800355","2017","9","12","ru13","NA",12,0,12,1,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,12
"288","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800356","2017","9","12","ru13","NA",13,2,15,0,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,15
"289","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800357","2017","9","12","ru13","NA",12,2,14,0,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,14
"290","rudningen","200394","133","adr",2017-08-19,"13","2","ru13","NA","ru13","hi","hp","NA",6,1,3,"800358","2017","9","12","ru13","NA",12,0,12,1,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,12
"291","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800359","2017","9","12","ru5","NA",9,2,11,3,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"292","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800360","2017","9","12","ru5","NA",11,1,12,0,2,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,14
"293","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800361","2017","9","12","ru5","NA",13,1,14,1,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,14
"294","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800362","2017","9","12","ru5","NA",13,1,14,0,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,14
"295","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800363","2017","9","12","ru5","NA",10,0,10,4,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
