,plot,pollID,uniqueID,observer,plantposition,og.plantposition,trmnt,prevtrmnt,flowers,wither_flow,frt_removed,notes.x,eventID
200733,hi,200179,63,adr,ho3,ho3,hp,NA,12,5,23,some flowers very small; previously marked as 11 but  fruit petioles indicate 12 were painted; highly likely flowers were miscounted given # of flowers on plant and their size,100031
200734,hi,200183,64,adr,ho4,ho4,op,NA,4,7,11,,100031
200735,hi,200187,65,adr,ho5,ho5,op,NA,0,0,2,,100031
200736,hi,200714,246,kmf,ru5,ru5,hp,NA,2,2,6,,100032
200737,hi,200372,127,kmf,ru7,ru7,hp,NA,3,11,17,,100032
200738,hi,200376,128,kmf,ru8,ru8,op,NA,3,1,5,had dbl labeling,100032
200739,hi,200380,129,kmf,ru9,ru9,op,NA,0,5,16,,100032
200740,hi,200384,130,kmf,ru10,ru10,op,NA,0,0,4,,100032
200741,hi,200388,131,kmf,ru11,ru11,hp,nt,4,5,9,,100032
200742,hi,200392,132,kmf,ru12,ru12,op,NA,0,2,6,had dbl labeling,100032
200743,hi,200396,133,kmf,ru13,ru13,hp,NA,1,4,33,had dbl labeling,100032
200744,hi,200402,135,kmf,ru15,ru15,op,op,0,5,8,,100032
200745,hi,200428,147,kmf,ru14,ru27,hp,hp,0,2,18,,100032
200746,hi,200351,121,kmf,ru1,ru1,op,nt,0,0,4,,100032
200747,hi,200355,122,kmf,ru2,ru2,hp,NA,3,4,38,had dbl labeling,100032
200748,hi,200359,123,kmf,ru3,ru3,op,nt,2,2,5,,100032
200749,hi,200363,124,kmf,ru4,ru4,hp,nt,0,0,10,,100032
200750,hi,200368,126,kmf,ru6,ru6,hp,NA,5,10,16,,100032
200751,hi,200711,245,adr,gr12,gr12,op,nt,1,0,0,,100033
200752,hi,200110,39,adr,gr9,gr9,op,NA,4,0,3,,100033
200753,hi,200116,41,adr,gr11,gr11,hp,NA,0,0,3,,100033
200754,hi,200121,43,adr,gr13,gr13,op,nt,1,0,0,,100033
200755,hi,200125,44,adr,gr14,gr14,hp,NA,0,3,7,,100033
200756,hi,200131,46,adr,gr6,gr16,op,op,0,3,5,,100033
200757,hi,200137,48,adr,gr8,gr18,hp,op,1,1,8,,100033
200758,hi,200151,54,adr,gr3,gr24,hp,nt,3,6,14,,100033
200759,hi,200159,57,adr,gr10,gr27,op,op,3,1,1,,100033
200760,hi,200165,59,adr,gr15,gr29,hp,nt,0,0,6,,100033
200761,hi,200084,31,adr,gr1,gr1,op,NA,0,0,1,,100033
200762,hi,200088,32,adr,gr2,gr2,hp,NA,1,3,2,,100033
200763,hi,200094,34,adr,gr4,gr4,op,NA,0,0,1,,100033
200764,hi,200098,35,adr,gr5,gr5,hp,NA,6,9,16,,100033
200765,hi,200104,37,adr,gr7,gr7,hp,NA,0,0,0,,100033
200766,hi,200696,239,kmf,wo4,wo29,hp,hp,1,6,6,,100034
200767,hi,200635,217,kmf,wo7,wo7,hp,nt,0,8,6,,100034
200768,hi,200639,218,kmf,wo8,wo8,hp,NA,1,3,5,,100034
200769,hi,200643,219,kmf,wo9,wo9,op,nt,0,5,3,,100034
200770,hi,200647,220,kmf,wo10,wo10,hp,NA,1,0,2,,100034
200771,hi,200653,222,kmf,wo12,wo12,op,NA,0,4,2,,100034
200772,hi,200657,223,kmf,wo13,wo13,op,NA,6,4,6,,100034
200773,hi,200661,224,kmf,wo14,wo14,op,NA,9,9,13,,100034
200774,hi,200667,226,kmf,wo15,wo16,hp,hp,14,8,17,,100034
200775,hi,200680,232,kmf,wo11,wo22,op,nt,11,11,17,,100034
200776,hi,200613,211,kmf,wo1,wo1,op,NA,2,4,9,,100034
200777,hi,200617,212,kmf,wo2,wo2,op,nt,1,5,7,,100034
200778,hi,200621,213,kmf,wo3,wo3,hp,NA,1,12,19,,100034
200779,hi,200627,215,kmf,wo5,wo5,hp,NA,4,1,14,,100034
200780,hi,200631,216,kmf,wo6,wo6,hp,NA,3,0,5,,100034
